,clean_word,weight
1228,cikun,-5.0
1229,cilok,-3.0
1230,cimeng,-3.0
1231,cincong,-5.0
1232,cindur mata,4.0
1233,cingangah,-4.0
1234,cinta,0.75
1235,cinta kasih,5.0
1236,cintrong,2.0
1237,ciplak,-3.0
1238,cipta,3.0
1239,cirit,-5.0
1240,cita rasa,3.0
1241,citra,2.0
1242,cium,0.0
1243,cium tanah,-5.0
1244,cium telapak kaki,1.0
1245,ciut,-3.0
1246,ciyeee,1.0
1247,claim,-3.0
1248,classy,-2.0
1249,close,-2.0
1250,closed,-3.0
1251,coba,-3.0
1252,coblos,-3.0
1253,cocok,1.0
1254,cocor,-3.0
1255,coffee,2.0
1256,cokol,3.5
1257,colakcaling,-5.0
1258,colek api,-4.0
1259,coleng,-4.0
1260,colok,2.0
1261,colong,-5.0
1262,comberan,-4.0
1263,comblang,-5.0
1264,comeback,-2.0
1265,comel,4.0
1266,comot,-4.0
1267,compeng,-4.0
1268,compes,-4.0
1269,condong,-5.0
1270,congek,-3.0
1271,congkak,-3.0
1272,congkel,-4.0
1273,congor,-3.0
1274,congrats,3.0
1275,conteng,-3.0
1276,contoh,4.0
1277,cool,2.0
1278,copet,-5.0
1279,coplok,-3.0
1280,copot,1.0
1281,corak,-3.0
1282,coreng,-4.0
1283,coreng moreng,-4.0
1284,corengmoreng,-4.0
1285,coret,-1.0
1286,cotok,-3.0
1287,couple,2.0
1288,cover,3.0
1289,crash,-4.0
1290,cry,-3.0
1291,cuai,-4.0
1292,cuak,-4.0
1293,cuat,2.0
1294,cubit,-3.0
1295,cublik,4.0
1296,cuca,-4.0
1297,cucok,-1.0
1298,cucu adam,3.0
1299,cucuk,-3.0
1300,cucup,-3.0
1301,cucur,-5.0
1302,cucut,-3.0
1303,cuek,1.0
1304,cuekin,-3.0
1305,cuka belanda,-5.0
1306,cuka jawa,-5.0
1307,cukup,0.3333333333333335
1308,cukur,-4.0
1309,cuma,-3.0
1310,cumacuma,4.0
1311,cumbu,-3.25
1312,cumil,4.0
1313,cunam,-3.0
1314,cungkil,-4.0
1315,cupet,-5.0
1316,cupul,-5.0
1317,cura,-4.0
1318,curang,-5.0
1319,curat,-1.0
1320,curcol,-3.0
1321,curhat,2.0
1322,curi,-5.0
1323,curiga,1.0
1324,curna,-5.0
1325,curu,-3.0
1326,cute,5.0
1327,cutel,-4.0
1328,cuti,3.0
1329,dabih,-3.0
1330,dadah,-4.0
1331,dadak,3.0
1332,dadu,3.0
1333,daftar,1.6666666666666667
1334,dagang,3.0
1335,dagel,3.0
1336,daging tumbuh,-4.0
1337,dah,-3.0
1338,dahh,-3.0
1339,dahiat,-5.0
1340,dahsyat,2.0
1341,daif,1.0
1342,daim,3.0
1343,daing,-4.0
1344,dajal,-5.0
1345,dakaik,3.0
1346,dakap,-3.0
1347,daki,-4.0
1348,dakwa,-1.0
1349,dalal,-3.0
1350,dalalah,-5.0
1351,dalang,3.0
1352,dalem,-2.0
1353,dalih,-4.0
1354,dalil,-3.0
1355,dam,-3.0
1356,damai,-3.0
1357,damar,4.0
1358,damba,3.0
1359,dampak,-3.0
1360,dampar,-5.0
1361,damping,-2.0
1362,damprat,-4.333333333333333
1363,dana,4.0
1364,dandan,3.6666666666666665
1365,dangkal,1.0
1366,dangkap,-3.0
1367,dangkar,-4.0
1368,dangkung,-3.0
1369,dansa,3.0
1370,danyang,-4.0
1371,dapet,2.0
1372,dapra,-3.0
1373,darah,4.0
1374,darah dingin,-4.0
1375,daras,-5.0
1376,darat,1.0
1377,darurat,1.0
1378,dasar,-4.0
1379,data,0.0
1380,datang,-4.0
1381,datang hati,-5.0
1382,datar,3.0
1383,dateng,2.0
1384,datuk,-4.0
1385,daulat,0.0
1386,daya,-1.0
1387,daya ,4.0
1388,daya cipta,4.0
1389,daya gabung,4.0
1390,daya muat,-2.0
1391,daya pikir,3.0
1392,daya serap,-2.0
1393,daya tahan,5.0
1394,daya tampung,-2.0
1395,daya upaya,3.0
1396,dear,2.0
1397,death,-3.0
1398,debar,-2.0
1399,debat,-1.0
1400,debil,-5.0
1401,debu,-3.0
1402,debuk,3.0
1403,dedah,-3.5
1404,dedak,-3.0
1405,dede,1.0
1406,dedemit,-4.0
1407,dedengkot,3.0
1408,dedikasi,-3.0
1409,deduksi,3.0
1410,defekasi,-5.0
1411,defensif,4.0
1412,definisi,3.0
1413,definit,2.0
1414,defisit,-3.0
1415,degap,3.0
1416,degil,-5.0
1417,degub,1.0
1418,dekaden,-5.0
1419,dekadensi,-5.0
1420,dekap,-2.5
1421,dekat,-3.0
1422,deket,1.0
1423,dekil,-5.0
1424,deklarasi,-3.0
1425,dekorasi,5.0
1426,dekus,-3.0
1427,delay,-3.0
1428,delegasi,-4.0
1429,delete,-3.0
1430,delusi,3.0
1431,demek,-4.0
1432,demen,3.0
1433,demo,-3.0
1434,demon,-3.0
1435,demonstrasi,-3.5
1436,dempet,-3.0
1437,denai,-4.0
1438,denda,3.0
1439,dendam,-5.0
1440,dendam berahi,5.0
1441,dendang,3.0
1442,dendeng,-4.0
1443,dengar,2.0
1444,dengar ,3.0
1445,denger,-3.0
1446,dengerin,3.0
1447,dengki,-5.0
1448,dengkik,-4.0
1449,dengkul,-3.0
1450,dengkur,-3.0
1451,dengu,-3.0
1452,dengung,-0.3333333333333335
1453,dengus,-3.0
1454,dengut,-3.0
1455,denyut,2.0
1456,depak,-3.0
1457,dependen,3.0
1458,deposito,3.0
1459,depresi,-4.0
1460,dera,-5.0
1461,derai,0.0
1462,derajat,4.5
1463,deras,2.0
1464,derau,3.0
1465,derek,-5.0
1466,deres,1.0
1467,deriji,-4.0
1468,dering,-3.0
1469,derita,-4.75
1470,derma,3.0
1471,deru,-3.0
1472,derum,-4.0
1473,desa,1.0
1474,desah,-3.0
1475,desain,4.0
1476,desak,-3.0
1477,desasdesus,-5.0
1478,desau,-3.0
1479,desersi,-3.0
1480,desir,-2.0
1481,deskripsi,-4.0
1482,destar,-4.0
1483,detail,1.5
1484,detak,-3.0
1485,deteksi,3.0
1486,detektif,-3.0
1487,determinasi,3.0
1488,dewan,-3.0
1489,dewana,3.0
1490,dewasa,2.0
1491,diajarin,-3.0
1492,dialog,1.0
1493,diam,-0.6666666666666665
1494,diamond,3.0
1495,diancurin,-3.0
1496,diapain,-3.0
1497,diare,-4.0
1498,dibales,-3.0
1499,dibeliin,-1.0
1500,diblock,-4.0
1501,dibully,-5.0
1502,dicuekin,1.0
1503,didih,-3.5
1504,didik,3.0
1505,didis,-4.0
1506,diduain,-3.0
1507,die,-4.0
1508,diem,2.0
1509,diet,-3.0
1510,digdaya,4.0
1511,diginiin,-3.0
1512,digituin,-2.0
1513,digresi,-4.0
1514,dikangenin,-2.0
1515,dikara,3.0
1516,dikatain,-3.0
1517,diketawain,-4.0
1518,dikit,-4.0
1519,dikte,3.0
1520,dilema,-3.0
1521,diliatin,-3.0
1522,dilupain,-4.0
1523,dimarahin,-5.0
1524,dina,-5.0
1525,dinamika,3.0
1526,dinasti,-3.0
1527,dinding,-5.0
1528,dingin,1.0
1529,dinistain,-4.0
1530,dipamerin,-3.0
1531,diplomasi,-5.0
1532,direksi,-3.0
1533,direktur,3.0
1534,diri,-1.0
1535,disalahin,-3.0
1536,disentri,-5.0
1537,disimilaritas,-4.0
1538,disiplin,3.5
1539,diskaun,3.0
1540,diskon,2.0
1541,diskredit,-4.0
1542,diskrepansi,-3.0
1543,disparitas,-4.0
1544,dispensasi,3.0
1545,distingsi,-4.0
1546,distingtif,4.0
1547,distorsi,-4.0
1548,distribusi,3.0
1549,ditidurin,-4.0
1550,diva,2.0
1551,divergensi,-4.0
1552,doa,4.0
1553,doain,2.0
1554,doang,1.0
1555,dobel,-3.0
1556,dobrak,3.0
1557,dodor,3.0
1558,dogma,-3.0
1559,dogmatis,2.0
1560,dogol,-5.0
1561,doh,-4.0
1562,doi,-3.0
1563,dok,4.0
1564,doktrin,3.0
1565,dol,3.0
1566,domba,-3.0
1567,dominan,3.0
1568,dominasi,3.0
1569,domot,-5.0
1570,dompleng,-3.0
1571,dompol,-4.0
1572,donatur,3.0
1573,dongeng,3.0
1574,dongkel,-3.0
1575,dongkol,-4.5
1576,dongkrak,-3.0
1577,dongok,-5.0
1578,donor,3.0
1579,dorong,-4.0
1580,dosa,-4.0
1581,down,-3.0
1582,doyan,3.0
1583,drama,-4.0
1584,drama duka,-4.0
1585,drama ria,3.0
1586,drastis,4.0
1587,draw,-3.0
1588,drop,-3.5
1589,drum,2.0
1590,duaja,-3.0
1591,duduk perut,-3.0
1592,duel,-4.0
1593,duet,-2.0
1594,duga,3.0
1595,dugal,-5.0
1596,duh,-4.0
1597,duit,4.0
1598,duka,-0.5
1599,dukacarita,-4.0
1600,dukacita,-3.0
1601,dukun,-3.0
1602,dukung,4.0
1603,duli,4.0
1604,duluan,2.0
1605,dum,-3.0
1606,dungas,-3.0
1607,dungkul,-4.0
1608,dungu,-5.0
1609,dunia,1.0
1610,dupleks,-3.0
1611,dura,-3.0
1612,durhaka,-5.0
1613,duri,-4.0
1614,durjana,-5.0
1615,durkarsa,-5.0
1616,dursila,-5.0
1617,dusin,4.0
1618,dusta,-3.75
1619,dwiganda,-3.0
1620,dzuhur,1.0
1621,eaa,1.0
1622,eban,-4.0
1623,ecer,-2.0
1624,eco,5.0
1625,edan,-3.0
1626,edar,-1.0
1627,eek,-5.0
1628,efek,3.0
1629,efektif,5.0
1630,efisien,4.0
1631,ego,-3.0
1632,egois,-5.0
1633,eja,3.0
1634,ejakulasi,-3.0
1635,ejawantah,-3.0
1636,ejek,-4.0
1637,eka,3.0
1638,ekang,-4.0
1639,eklektis,-3.0
1640,ekofraksia,-5.0
1641,ekonomis,3.0
1642,ekor,-3.0
1643,eks,-3.0
1644,eksemplar,3.0
1645,ekshibisi,-3.0
1646,eksklusif,4.0
1647,ekspirasi,-3.0
1648,eksplisit,3.0
1649,eksplorasi,4.0
1650,ekspos,-4.0
1651,ekspres,3.0
1652,ekstasi,-3.0
1653,ekstensif,3.0
1654,ekstra,3.0
1655,ekstrem,-4.0
1656,ekstremis,3.0
1657,el,-3.0
1658,elak,-3.5
1659,elegan,4.0
1660,elektromotif,3.0
1661,elite,5.0
1662,elok,3.0
1663,elu,1.0
1664,elus,-3.0
1665,elusif,-2.0
1666,embah,-3.0
1667,embal,-4.0
1668,embarau,-3.0
1669,embat,-4.5
1670,embek,-3.0
1671,embelembel,5.0
1672,embus,-3.5
1673,emergensi,-4.0
1674,emg,-1.0
1675,emir,4.0
1676,emmm,-2.0
1677,emong,3.0
1678,emosi,3.0
1679,empal,-4.0
1680,empang,-4.0
1681,empap,-3.0
1682,empas,-3.6666666666666665
1683,empedal,-5.0
1684,emper,-3.0
1685,empos,-3.0
1686,empotempotan,-5.0
1687,empuk,3.0
1688,enak,0.5
1689,enas,-5.0
1690,encang,-3.0
1691,encok,-5.0
1692,endemi,-5.0
1693,endus,3.0
1694,endutendut,3.0
1695,enek,-4.0
1696,eneng,5.0
1697,energi,3.0
1698,energik,5.0
1699,engah,1.0
1700,enggan,-5.0
1701,engkau,-4.0
1702,enjak,-3.0
1703,enjoy,3.0
1704,entah,-3.0
1705,entahberentah,-3.0
1706,entak,-3.0
1707,enteng,4.0
1708,entitas,1.0
1709,enyah,-4.0
1710,epidemi,-5.0
1711,epigon,-3.0
1712,erang,-2.0
1713,erik,-3.0
1714,eror,-4.0
1715,erot,-4.0
1716,erotis,-4.0
1717,eroton,-4.0
1718,error,-5.0
1719,erti,2.3333333333333335
1720,es,-3.0
1721,esa,3.0
1722,esai,2.0
1723,esak,-3.0
1724,esensial,-4.0
1725,esok,1.0
1726,estetik,4.0
1727,estetis,4.0
1728,eviden,3.0
1729,ex,-1.0
1730,excited,-1.0
1731,faal,4.0
1732,fadihat,-5.0
1733,fadil,3.0
1734,faedah,3.0
1735,fail,-5.0
1736,fair,3.0
1737,fakir,-5.0
1738,fakta,-3.0
1739,faktitius,3.0
1740,faktor,-4.0
1741,faktual,3.0
1742,familiar,2.0
1743,fanbase,3.0
1744,fans,2.0
1745,fantasi,3.0
1746,fantasy,2.0
1747,farak,-3.0
1748,faring,-5.0
1749,fasid,-5.0
1750,fasilitas,2.0
1751,fatal,-5.0
1752,fatamorgana,3.0
1753,fatanah,3.0
1754,fatwa,-3.0
1755,fav,5.0
1756,favorite,4.0
1757,federasi,3.0
1758,fertil,4.0
1759,feses,-5.0
1760,fiesta,3.0
1761,figur,3.0
1762,fiksi,2.0
1763,filantropi,2.0
1764,filial,2.0
1765,filo,-3.0
1766,filsafat,3.0
1767,final,3.0
1768,fine,3.0
1769,firasat,1.0
1770,fiskal,-3.0
1771,fit,4.0
1772,fitnah,-4.5
1773,fitrah,3.0
1774,fk,-4.0
1775,flu,-3.0
1776,fokus,3.0
1777,folder,-5.0
1778,follback,1.0
1779,fondasi,2.0
1780,formal,2.0
1781,formasi,3.0
1782,forum,2.0
1783,fosil,-4.0
1784,foto,3.0
1785,free,3.0
1786,fresh,-2.0
1787,friends,3.0
1788,friksi,-5.0
1789,frustasi,-3.0
1790,fulanah,1.0
1791,fundamental,-4.0
1792,fungsionaris,-3.0
1793,fusi,4.0
1794,gaada,-3.0
1795,gaakan,-2.0
1796,gabaik,-3.0
1797,gabakal,-4.0
1798,gabal,-5.0
1799,gabas,-5.0
1800,gabole,-2.0
1801,gaboleh,-4.0
1802,gabuk,-4.0
1803,gabung,-1.0
1804,gabut,-5.0
1805,gabutuh,-3.0
1806,gaco,-2.0
1807,gadai,-3.0
1808,gadang,-4.0
1809,gadogado,-4.0
1810,gaduh,-4.0
1811,gaenak,-3.0
1812,gaet,-5.0
1813,gagah,4.5
1814,gagal,-3.5
1815,gagap,-5.0
1816,gagar,-3.0
1817,gagu,-3.0
1818,gaib,-5.0
1819,gairah,3.0
1820,gajadi,-3.0
1821,gajak,4.0
1822,gaje,-3.0
1823,gajih,-2.0
1824,gakuat,-3.0
1825,galaba,-5.0
1826,galak,-4.0
1827,galak memanasmanasi,-3.0
1828,galak panas,-3.0
1829,galas,-4.0
1830,gali,0.5
1831,gali ilmu,4.0
1832,gam,-3.5
1833,gamak,-4.0
1834,gamam,-4.0
1835,gamang,-3.0
1836,gamat,-1.0
1837,gamau,-4.0
1838,gambar,2.3333333333333335
1839,gambir,3.0
1840,gamblang,3.0
1841,game,2.0
1842,gamit,-3.0
1843,gampang,1.0
1844,gamungkin,-3.0
1845,ganar,-4.0
1846,ganas,-4.5
1847,ganas cabul,-4.0
1848,ganda,-3.0
1849,ganduh,0.0
1850,gang,-4.0
1851,gangerti,-3.0
1852,ganggang,-3.0
1853,ganggu,0.0
1854,ganggu jiwa,-4.0
1855,gangguin,-3.0
1856,gangsar,4.0
1857,gani,4.0
1858,ganjal,-3.5
1859,ganjar,1.5
1860,ganjar balas,1.0
1861,ganjil,0.0
1862,ganteng,4.0
1863,ganti,3.0
1864,gantung,0.5
1865,ganyang,1.0
1866,gapah,5.0
1867,gapaham,-4.0
1868,gapai,3.0
1869,gapernah,-3.0
1870,gapil mulut,-4.0
1871,gapuk,-3.0
1872,gapura,-4.0
1873,gara,-4.0
1874,garagara,-5.0
1875,garang,-4.5
1876,garda,3.0
1877,gari,3.0
1878,garib,-4.0
1879,garing,5.0
1880,garis,-3.0
1881,garis bawah,-3.0
1882,garis besar,2.0
1883,garit,-3.0
1884,garong,-5.0
1885,garu,-4.0
1886,garuk,-3.0
1887,garwa ampil,-5.0
1888,gas,-4.0
1889,gasak,-5.0
1890,gastroenterologi,-5.0
1891,gasuka,-4.0
1892,gatal,-3.0
1893,gatau,-1.0
1894,gatel,-3.0
1895,gatra,3.0
1896,gaul,-3.0
1897,gaung,-3.0
1898,gausa,-3.0
1899,gausah,-4.0
1900,gawat,-5.0
1901,gayung,-4.0
1902,gblk,-4.0
1903,gbs,-2.0
1904,gebang,-4.0
1905,gebetan,-2.0
1906,geblek,-5.0
1907,gebok,-3.0
1908,gebos,-4.0
1909,gebu,-3.0
1910,gebung,-5.0
1911,gebyar,4.0
1912,gedang,-4.0
1913,gede,0.5
1914,gedembai,-4.0
1915,gedembal,2.0
1916,gedor,-4.0
1917,gegabah,-5.0
1918,gegadan,-5.0
1919,gegap,2.0
1920,gegar,-3.0
1921,gegara,-3.0
1922,geger,1.0
1923,gegetun,-4.0
1924,gejolak,-2.0
1925,gel,-3.0
1926,gela,-3.0
1927,gelabur,-5.0
1928,geladah,-3.0
1929,geladir,-5.0
1930,gelagap,-2.0
1931,gelagat,1.0
1932,gelak,3.0
1933,gelanggang,2.0
1934,gelantung,-4.0
1935,gelap,-4.0
1936,gelar,2.0
1937,gelatak,-4.0
1938,gelebah,2.0
1939,gelecik,-3.6666666666666665
1940,geledah,-3.0
1941,geledek,-2.0
1942,gelegak,-2.0
1943,geleng,-3.0
1944,geleser,1.0
1945,gelesot,1.0
1946,geletar,-4.0
1947,geletik,-3.0
1948,geli,-2.5
1949,geliat,-3.0
1950,gelibat,-2.0
1951,gelicik,-3.0
1952,geligi,-4.0
1953,geligis,-4.0
1954,gelincir,1.0
1955,gelingsir,-3.0
1956,gelinjang,-3.0
1957,gelisah,-4.333333333333333
1958,gelo,-2.0
1959,gelogok,-3.0
1960,gelongsor,-4.0
1961,gelopak,-4.0
1962,gelora,-2.0
1963,geluduk,-3.0
1964,geluncur,-3.0
1965,gelung,-3.0
1966,gelup,-4.0
1967,gelut,-4.0
1968,gema,-3.0
1969,gemal,-5.0
1970,gemap,-3.0
1971,gemar,5.0
1972,gemas,-1.0
1973,gemaung,-3.0
1974,gembel,-5.0
1975,gembil,-4.0
1976,gembira,4.5
1977,gemblung,-3.0
1978,gembol,-4.0
1979,gembrot,-3.0
1980,gembul,-3.0
1981,gembung,-3.0
1982,gembur,5.0
1983,gembur lambuk,3.0
1984,gemeletek,-4.0
1985,gemes,-2.0
1986,gemetar,-3.0
1987,gemi,3.0
1988,geming,1.5
1989,gemirang,4.0
1990,gempa,4.0
1991,gempa bumi,4.0
1992,gempal,-2.0
1993,gempar,0.0
1994,gempil,-4.0
1995,gempita,4.0
1996,gempur,-3.6666666666666665
1997,gemuk,-3.0
1998,gemuruh,-3.3333333333333335
1999,genah,2.0
2000,genang,-2.0
2001,genap,-3.0
2002,gencat,-5.0
2003,gencet,-5.0
2004,gendak,-5.0
2005,gendeng,-2.0
2006,gending,1.0
2007,gendut,-3.0
2008,generasi,-3.0
2009,gengsi,4.0
2010,genial,4.0
2011,genit,5.0
2012,genitalia,-3.0
2013,genius,3.0
2014,genjang,-4.0
2015,gentar,-3.0
2016,gentas,3.0
2017,gepok,2.0
2018,gera,4.0
2019,gerah,-5.0
2020,gerak gerik,1.0
2021,gerak hati,4.0
2022,gerak laku,1.0
2023,gerakgerik,4.0
2024,geramus,-4.0
2025,gerebek,-3.0
2026,gerecok,0.0
2027,gereget,-4.0
2028,gerenyot,-4.0
2029,gerepes,-4.0
2030,geret,-3.3333333333333335
2031,gergaji,-1.0
2032,gerha,3.0
2033,gerhana,-2.0
2034,geriap,-4.0
2035,gerimis,1.0
2036,gering,-5.0
2037,gering hulu,-4.0
2038,gerinjam,-4.0
2039,germo,-5.0
2040,gerobak,-4.0
2041,gerombol,-4.0
2042,gerombol kawan,-4.0
2043,gerombong,-4.0
2044,gersang,-3.0
2045,gertak,-5.0
2046,geruh,-4.0
2047,gesek,-2.5
2048,gesel,-3.0
2049,geser,-1.0
2050,getap,-4.0
2051,getar,1.0
2052,getas,5.0
2053,getir,-4.0
2054,getol,2.0
2055,getun,-4.0
2056,giang,-3.0
2057,giat,-0.5
2058,gibah,-3.0
2059,gidik,-4.0
2060,gigi,3.0
2061,gigih,-4.0
2062,gigil,-1.0
2063,gigis,-4.0
2064,gigit,-2.0
2065,gila,-1.0
2066,gilagila,-4.0
2067,gilagilaan,2.0
2068,gilak,-4.0
2069,gilas,-4.0
2070,giligili,-3.0
2071,gilir,3.0
2072,ginding,-4.0
2073,gingsir,-3.0
2074,giniin,-2.0
2075,girang,3.0
2076,girang ceria,4.0
2077,girang lega,4.0
2078,girik,3.0
2079,girikgirik,3.0
2080,gita,2.0
2081,gituan,-3.0
2082,giwang,-1.0
2083,gjd,-3.0
2084,globe,1.0
2085,gobar hati,-2.0
2086,gobek,3.0
2087,goblok,-5.0
2088,goda,-1.0
2089,godain,-3.0
2090,gogrok,-3.0
2091,gohong,-3.0
2092,gol,3.0
2093,golak,-5.0
2094,golek,-1.0
2095,golong,1.0
2096,golong atas,5.0
2097,gombal,2.0
2098,gombong,-3.0
2099,gombrang,3.0
2100,gombroh,3.0
2101,gombrong,3.0
2102,goncang,-3.0
2103,gondok,-4.0
2104,gondol,-5.0
2105,gone,-2.0
2106,gonggong,-3.0
2107,gonggong anjing,-3.0
2108,gonjak,-5.0
2109,gontai,1.0
2110,gontok,-4.0
2111,good,5.0
2112,goodbye,-3.0
2113,gorek api,-4.0
2114,goreng,1.0
2115,gores,1.0
2116,goronggorong,-4.0
2117,gosah,-3.0
2118,gosip,-5.0
2119,gosok,-3.6666666666666665
2120,got,-3.0
2121,goyah,-4.0
2122,goyah gerak,-4.0
2123,goyang,-3.6666666666666665
2124,grahita,3.0
2125,gratifikasi,2.0
2126,gratis,4.0
2127,great,3.0
2128,grecok,-4.0
2129,gres,4.0
2130,grip,-4.0
2131,griya,-1.0
2132,grogi,-4.0
2133,grup,-4.0
2134,gua,-3.0
2135,guam,-4.0
2136,guar,3.0
2137,gubah,3.0
2138,gubris,1.0
2139,gubuk,-2.0
2140,gudi,4.0
2141,gugah,2.0
2142,gugat,-4.5
2143,guguk,-5.0
2144,gugup,-5.0
2145,gugur,-2.0
2146,gugus,-4.0
2147,gulana,-4.0
2148,gulat,-4.0
2149,guling,-3.0
2150,gulir,-3.0
2151,gulung,-4.0
2152,gulung tikar,-5.0
2153,gumam,-3.0
2154,gumul,-4.0
2155,guncang,-3.4
2156,gundah,-5.0
2157,gundal,-3.0
2158,gundang,-5.0
2159,gundik,-2.0
2160,gundu,-4.0
2161,gunduk,-3.0
2162,gunjing,-5.0
2163,guntangguntang,3.0
2164,gunting,-3.0
2165,guntur,-3.0
2166,gunung,-3.0
2167,guram,-2.0
2168,gurau,-4.0
2169,gurau senda,-4.0
2170,gurih,1.0
2171,guru,3.0
2172,gurub,-5.0
2173,gurufavorit,3.0
2174,guruh,2.0
2175,gurun,-3.0
2176,gusar,-2.0
2177,gusti,4.0
2178,gusur,-5.0
2179,gutuk,4.0
2180,guyon,-4.0
2181,guys,1.0
2182,guyub,-3.0
2183,gws,2.0
2184,habis,-0.6666666666666665
2185,habis akal,-5.0
2186,habitat,-2.0
2187,habituasi,1.0
2188,hack,-4.0
2189,hadang,-5.0
2190,hadeh,-4.0
2191,hadiah,3.6666666666666665
2192,hadir,2.5
2193,hadirin,-3.0
2194,hai,3.0
2195,haih,-4.0
2196,hajar,-5.0
2197,hajat,1.3333333333333333
2198,hakam,-3.0
2199,hakiki,-4.0
2200,hakimah,4.0
2201,halah,-5.0
2202,halang,-1.0
2203,halilintar,-3.0
2204,hallo,4.0
2205,halo,1.0
2206,haloo,3.0
2207,hama,-3.0
2208,hamba allah,3.0
2209,hambar,-3.0
2210,hambat,-4.0
2211,hambur,-3.6666666666666665
2212,hamik,-3.0
2213,hamil,-5.0
2214,hampa,-4.0
2215,hampar,3.0
2216,hamster,-3.0
2217,hamun,-5.0
2218,hancai,-5.0
2219,hancur,-4.0
2220,hancur lebur,-5.0
2221,handai,3.0
2222,hangat,4.0
2223,hangit,-5.0
2224,hangus,-3.0
2225,hantam,-4.0
2226,hantam kromo,-4.0
2227,hantar,-5.0
2228,hantu,-1.0
2229,hanyut,-4.0
2230,happy,5.0
2231,hapus,-3.25
2232,haram,-3.0
2233,harap,0.5
2234,harapharap,-5.0
2235,harapharap cemas,-3.0
2236,hardik,-5.0
2237,harga,3.3333333333333335
2238,harga diri,3.0
2239,harkat,5.0
2240,harmonis,3.0
2241,harmonisasi,3.0
2242,harmonisasiuniv,2.0
2243,harta,4.0
2244,haru,-4.0
2245,haru biru,-5.0
2246,harum,5.0
2247,hasad,2.0
2248,hasan,3.0
2249,hasil,3.0
2250,hasrat,3.0
2251,hastag,1.0
2252,hasud,-5.0
2253,hasut,-4.0
2254,hate,-5.0
2255,haters,-5.0
2256,hati,2.3333333333333335
2257,hati walang,-3.0
2258,hatihati,2.0
2259,hawa,-4.0
2260,hawar,-5.0
2261,hay,1.0
2262,hayat,3.0
2263,hayo,4.0
2264,hayoloh,-3.0
2265,heban,4.0
2266,hebat,-4.0
2267,heboh,2.0
2268,hebring,3.0
2269,helat,-4.0
2270,hello,2.0
2271,helloo,1.0
2272,hellooo,2.0
2273,help,2.0
2274,hemat,4.0
2275,hembalang,-3.0
2276,hembus,-3.0
2277,hempas,-4.25
2278,hendak,1.0
2279,hengkang,-4.0
2280,hening,-3.5
2281,henti,-3.8
2282,henti tugas,-2.0
2283,henyak,-4.0
2284,heran,3.5
2285,herbal,2.0
2286,heula,-2.0
2287,hi,1.0
2288,hias,-1.0
2289,hiatus,-2.0
2290,hibah,4.0
2291,hidang,2.0
2292,hidu,-1.0
2293,hidung,-5.0
2294,hidup,2.0
2295,hih,-4.0
2296,hii,3.0
2297,hiii,1.0
2298,hijau,3.0
2299,hikayat,3.0
2300,hikmah,2.0
2301,hikmat,3.0
2302,hilaf,-4.0
2303,hilang,-0.3333333333333335
2304,hilang akal,-5.0
2305,hilang arwah,-4.0
2306,hilang hayat,-4.0
2307,hilang ingat,-4.0
2308,hilang nyawa,-5.0
2309,hilang pikir,-4.0
2310,hilang semangat,-4.0
2311,hilir,4.0
2312,himpit,1.0
2313,himpun,-0.6666666666666665
2314,hina,-1.0
2315,hina aib,-4.0
2316,hina caci,-5.0
2317,hina lanyak,-5.0
2318,hina rendah,-3.0
2319,hindar,-4.0
2320,hingar,2.0
2321,hinggap,-3.0
2322,hinggut,-3.0
2323,hipotesis,-3.0
2324,hipotetis,3.0
2325,hirap,-3.0
2326,hiruk,2.5
2327,hirukpikuk,4.0
2328,hirup,-3.0
2329,hisap,-3.0
2330,histeria,-5.0
2331,histeris,-4.0
2332,hitam,-4.0
2333,hitung,1.0
2334,hoax,-5.0
2335,hoki,3.0
2336,homogen,2.0
2337,hop,-5.0
2338,hormat,2.0
2339,horor,-5.0
2340,hostel,1.0
2341,hot,-4.0
2342,hotel,1.0
2343,hubung,1.0
2344,hubung singkat,-4.0
2345,huda,-3.0
2346,huhuhu,-2.0
2347,huhuu,-4.0
2348,hujah,-4.0
2349,hujan,1.0
2350,hujan gerimis,1.0
2351,hujan ringan,2.0
2352,hujat,-4.5
2353,hujung,-3.0
2354,hukum,0.5
2355,hukum arestasi,-3.0
2356,hulu,-3.0
2357,hulubalang,3.0
2358,huma,-4.0
2359,huni,0.0
2360,hunjam,-3.6666666666666665
2361,hutan,3.0
2362,hutang,-5.0
2363,hy,1.0
2364,iba,-1.0
2365,ibadah,4.0
2366,ibadat,4.0
2367,iblis,-4.0
2368,ibu,3.0
2369,ibunda,3.0
2370,idam,1.0
2371,idap,-5.0
2372,ideal,3.0
2373,idih,-3.0
2374,idiosinkratis,4.0
2375,idiot,-5.0
2376,idk,-3.0
2377,idola,-3.0
2378,iflix,1.0
2379,ifrit,-4.0
2380,igau,-3.0
2381,ihh,-5.0
2382,ihhh,-4.0
2383,ihhhh,-3.0
2384,ihsan,4.0
2385,ihwal,-4.0
2386,iih,-5.0
2387,ijab,2.0
2388,ijtihad,3.0
2389,ikan kena tuba,-4.0
2390,ikat,-0.3333333333333335
2391,ikat janji,3.0
2392,ikat rambut,-4.0
2393,ikhlas,4.0
2394,ikhtiar,3.0
2395,ikhtisar,-3.0
2396,iktifak,4.0
2397,iktikad,2.0
